token	year	seq
detail	1797	222
and	1797	223
precision	1797	224
in	1797	225
history	1797	226
and	1797	227
certainly	1797	228
the	1797	229
only	1797	230
ones	1797	231
which	1797	232
the	1797	233
people	1797	234
at	1797	235
large	1797	236
had	1797	237
ever	1797	238
considered	1797	239
but	1797	240
reflecting	1797	241
on	1797	242
the	1797	243
striking	1797	244
difference	1797	245
in	1797	246
so	1797	247
many	1797	248
particulars	1797	249
between	1797	250
this	1797	251
country	1797	252
and	1797	253
those	1797	254
where	1797	255
a	1797	256
courier	1797	257
may	1797	258
go	1797	259
from	1797	260
the	1797	261
seat	1797	262
of	1797	263
government	1797	264
to	1797	265
the	1797	266
frontier	1797	267
in	1797	268
a	1797	269
single	1797	270
day	1797	271
it	1797	272
was	1797	273
then	1797	274
certainly	1797	275
foreseen	1797	276
by	1797	277
some	1797	278
who	1797	279
assisted	1797	280
in	1797	281
congress	1797	282
at	1797	283
the	1797	284
formation	1797	285
of	1797	286
it	1797	287
that	1797	288
it	1797	289
could	1797	290
not	1797	291
be	1797	292
durable	1797	293
negligence	1797	294
of	1797	295
its	1797	296
regulations	1797	297
inattention	1797	298
to	1797	299
its	1797	300
recommendations	1797	301
if	1797	302
not	1797	303
disobedience	1797	304
to	1797	305
its	1797	306
authority	1797	307
not	1797	308
only	1797	309
in	1797	310
individuals	1797	311
but	1797	312
in	1797	313
states	1797	314
soon	1797	315
appeared	1797	316
with	1797	317
their	1797	318
melancholy	1797	319
consequences	1797	320
151	1797	321
universal	1797	322
languor	1797	323
jealousies	1797	324
and	1797	325
rivalries	1797	326
of	1797	327
states	1797	328
decline	1797	329
of	1797	330
navigation	1797	331
and	1797	332
commerce	1797	333
discouragement	1797	334
of	1797	335
necessary	1797	336
manufactures	1797	337
universal	1797	338
fall	1797	339
in	1797	340
the	1797	341
value	1797	342
of	1797	343
lands	1797	344
and	1797	345
their	1797	346
produce	1797	347
contempt	1797	348
of	1797	349
public	1797	350
and	1797	351
private	1797	352
faith	1797	353
loss	1797	354
of	1797	355
consideration	1797	356
and	1797	357
credit	1797	358
with	1797	359
foreign	1797	360
nations	1797	361
and	1797	362
at	1797	363
length	1797	364
in	1797	365
discontents	1797	366
animosities	1797	367
combinations	1797	368
partial	1797	369
conventions	1797	370
and	1797	371
insurrection	1797	372
threatening	1797	373
some	1797	374
great	1797	375
national	1797	376
calamity	1797	377
in	1797	378
this	1797	379
dangerous	1797	380
crisis	1797	381
the	1797	382
people	1797	383
of	1797	384
america	1797	385
were	1797	386
not	1797	387
abandoned	1797	388
by	1797	389
their	1797	390
usual	1797	391
good	1797	392
sense	1797	393
presence	1797	394
of	1797	395
mind	1797	396
resolution	1797	397
or	1797	398
integrity	1797	399
measures	1797	400
were	1797	401
pursued	1797	402
to	1797	403
concert	1797	404
a	1797	405
plan	1797	406
to	1797	407
form	1797	408
a	1797	409
more	1797	410
perfect	1797	411
union	1797	412
establish	1797	413
justice	1797	414
insure	1797	415
domestic	1797	416
tranquillity	1797	417
provide	1797	418
for	1797	419
the	1797	420
common	1797	421
defense	1797	422
promote	1797	423
the	1797	424
general	1797	425
welfare	1797	426
and	1797	427
secure	1797	428
the	1797	429
blessings	1797	430
of	1797	431
liberty	1797	432
the	1797	433
public	1797	434
disquisitions	1797	435
discussions	1797	436
and	1797	437
deliberations	1797	438
issued	1797	439
in	1797	440
the	1797	441
present	1797	442
happy	1797	443
constitution	1797	444
of	1797	445
government	1797	446
employed	1797	447
in	1797	448
the	1797	449
service	1797	450
of	1797	451
my	1797	452
country	1797	453
abroad	1797	454
during	1797	455
the	1797	456
whole	1797	457
course	1797	458
of	1797	459
these	1797	460
transactions	1797	461
i	1797	462
first	1797	463
saw	1797	464
the	1797	465
constitution	1797	466
of	1797	467
the	1797	468
united	1797	469
states	1797	470
in	1797	471
a	1797	472
foreign	1797	473
country	1797	474
irritated	1797	475
by	1797	476
no	1797	477
literary	1797	478
altercation	1797	479
animated	1797	480
by	1797	481
no	1797	482
public	1797	483
debate	1797	484
heated	1797	485
by	1797	486
no	1797	487
party	1797	488
animosity	1797	489
i	1797	490
read	1797	491
it	1797	492
with	1797	493
great	1797	494
satisfaction	1797	495
as	1797	496
the	1797	497
result	1797	498
of	1797	499
good	1797	500
heads	1797	501
prompted	1797	502
by	1797	503
good	1797	504
hearts	1797	505
as	1797	506
an	1797	507
experiment	1797	508
better	1797	509
adapted	1797	510
to	1797	511
the	1797	512
genius	1797	513
character	1797	514
situation	1797	515
and	1797	516
relations	1797	517
of	1797	518
this	1797	519
nation	1797	520
and	1797	521
country	1797	522
than	1797	523
any	1797	524
which	1797	525
had	1797	526
ever	1797	527
been	1797	528
proposed	1797	529
or	1797	530
suggested	1797	531
in	1797	532
its	1797	533
general	1797	534
principles	1797	535
and	1797	536
great	1797	537
outlines	1797	538
it	1797	539
was	1797	540
conformable	1797	541
to	1797	542
such	1797	543
a	1797	544
system	1797	545
of	1797	546
government	1797	547
as	1797	548
i	1797	549
had	1797	550
ever	1797	551
most	1797	552
esteemed	1797	553
and	1797	554
in	1797	555
some	1797	556
states	1797	557
my	1797	558
own	1797	559
native	1797	560
state	1797	561
in	1797	562
particular	1797	563
had	1797	564
contributed	1797	565
to	1797	566
establish	1797	567
claiming	1797	568
a	1797	569
right	1797	570
of	1797	571
suffrage	1797	572
in	1797	573
common	1797	574
with	1797	575
my	1797	576
fellow	1797	577
citizens	1797	578
in	1797	579
the	1797	580
adoption	1797	581
or	1797	582
rejection	1797	583
of	1797	584
a	1797	585
constitution	1797	586
which	1797	587
was	1797	588
to	1797	589
rule	1797	590
me	1797	591
and	1797	592
my	1797	593
posterity	1797	594
as	1797	595
well	1797	596
as	1797	597
them	1797	598
and	1797	599
theirs	1797	600
i	1797	601
did	1797	602
not	1797	603
hesitate	1797	604
to	1797	605
express	1797	606
my	1797	607
approbation	1797	608
of	1797	609
it	1797	610
on	1797	611
all	1797	612
occasions	1797	613
in	1797	614
public	1797	615
and	1797	616
in	1797	617
private	1797	618
it	1797	619
was	1797	620
not	1797	621
then	1797	622
nor	1797	623
has	1797	624
been	1797	625
since	1797	626
any	1797	627
objection	1797	628
to	1797	629
it	1797	630
in	1797	631
my	1797	632
mind	1797	633
that	1797	634
the	1797	635
executive	1797	636
and	1797	637
senate	1797	638
were	1797	639
not	1797	640
more	1797	641
permanent	1797	642
nor	1797	643
have	1797	644
i	1797	645
ever	1797	646
entertained	1797	647
a	1797	648
thought	1797	649
of	1797	650
promoting	1797	651
any	1797	652
alteration	1797	653
in	1797	654
it	1797	655
but	1797	656
such	1797	657
as	1797	658
the	1797	659
people	1797	660
themselves	1797	661
in	1797	662
the	1797	663
course	1797	664
of	1797	665
their	1797	666
experience	1797	667
should	1797	668
see	1797	669
and	1797	670
feel	1797	671
to	1797	672
be	1797	673
necessary	1797	674
or	1797	675
expedient	1797	676
and	1797	677
by	1797	678
their	1797	679
representatives	1797	680
in	1797	681
congress	1797	682
and	1797	683
the	1797	684
state	1797	685
legislatures	1797	686
according	1797	687
to	1797	688
the	1797	689
constitution	1797	690
itself	1797	691
adopt	1797	692
and	1797	693
ordain	1797	694
returning	1797	695
to	1797	696
the	1797	697
bosom	1797	698
of	1797	699
my	1797	700
country	1797	701
after	1797	702
a	1797	703
painful	1797	704
separation	1797	705
from	1797	706
it	1797	707
for	1797	708
ten	1797	709
years	1797	710
i	1797	711
had	1797	712
the	1797	713
honor	1797	714
to	1797	715
be	1797	716
elected	1797	717
to	1797	718
a	1797	719
station	1797	720
under	1797	721
the	1797	722
new	1797	723
order	1797	724
of	1797	725
things	1797	726
and	1797	727
i	1797	728
have	1797	729
repeatedly	1797	730
laid	1797	731
myself	1797	732
under	1797	733
the	1797	734
most	1797	735
serious	1797	736
obligations	1797	737
to	1797	738
support	1797	739
the	1797	740
constitution	1797	741
the	1797	742
operation	1797	743
of	1797	744
it	1797	745
has	1797	746
equaled	1797	747
the	1797	748
most	1797	749
sanguine	1797	750
expectations	1797	751
of	1797	752
its	1797	753
friends	1797	754
and	1797	755
from	1797	756
an	1797	757
habitual	1797	758
attention	1797	759
to	1797	760
it	1797	761
satisfaction	1797	762
in	1797	763
its	1797	764
administration	1797	765
and	1797	766
delight	1797	767
in	1797	768
its	1797	769
effects	1797	770
upon	1797	771
the	1797	772
peace	1797	773
order	1797	774
prosperity	1797	775
and	1797	776
happiness	1797	777
of	1797	778
the	1797	779
nation	1797	780
i	1797	781
have	1797	782
acquired	1797	783
an	1797	784
habitual	1797	785
attachment	1797	786
to	1797	787
it	1797	788
and	1797	789
veneration	1797	790
for	1797	791
it	1797	792
what	1797	793
other	1797	794
form	1797	795
of	1797	796
government	1797	797
indeed	1797	798
can	1797	799
so	1797	800
well	1797	801
deserve	1797	802
our	1797	803
esteem	1797	804
and	1797	805
love	1797	806
there	1797	807
may	1797	808
be	1797	809
little	1797	810
solidity	1797	811
in	1797	812
an	1797	813
ancient	1797	814
idea	1797	815
that	1797	816
congregations	1797	817
of	1797	818
men	1797	819
into	1797	820
cities	1797	821
and	1797	822
nations	1797	823
are	1797	824
the	1797	825
most	1797	826
pleasing	1797	827
objects	1797	828
in	1797	829
the	1797	830
sight	1797	831
of	1797	832
superior	1797	833
intelligences	1797	834
but	1797	835
this	1797	836
is	1797	837
very	1797	838
certain	1797	839
that	1797	840
to	1797	841
a	1797	842
benevolent	1797	843
human	1797	844
mind	1797	845
there	1797	846
can	1797	847
be	1797	848
no	1797	849
spectacle	1797	850
presented	1797	851
by	1797	852
any	1797	853
nation	1797	854
more	1797	855
pleasing	1797	856
more	1797	857
noble	1797	858
majestic	1797	859
or	1797	860
august	1797	861
than	1797	862
an	1797	863
assembly	1797	864
like	1797	865
that	1797	866
which	1797	867
has	1797	868
so	1797	869
often	1797	870
been	1797	871
seen	1797	872
in	1797	873
this	1797	874
and	1797	875
the	1797	876
other	1797	877
chamber	1797	878
of	1797	879
congress	1797	880
of	1797	881
a	1797	882
government	1797	883
in	1797	884
which	1797	885
the	1797	886
executive	1797	887
authority	1797	888
as	1797	889
well	1797	890
as	1797	891
that	1797	892
of	1797	893
all	1797	894
the	1797	895
branches	1797	896
of	1797	897
the	1797	898
legislature	1797	899
are	1797	900
exercised	1797	901
by	1797	902
citizens	1797	903
selected	1797	904
at	1797	905
regular	1797	906
periods	1797	907
by	1797	908
their	1797	909
neighbors	1797	910
to	1797	911
make	1797	912
and	1797	913
execute	1797	914
laws	1797	915
for	1797	916
the	1797	917
general	1797	918
good	1797	919
can	1797	920
anything	1797	921
essential	1797	922
anything	1797	923
more	1797	924
than	1797	925
mere	1797	926
ornament	1797	927
and	1797	928
decoration	1797	929
be	1797	930
added	1797	931
to	1797	932
this	1797	933
by	1797	934
robes	1797	935
and	1797	936
diamonds	1797	937
can	1797	938
authority	1797	939
be	1797	940
more	1797	941
amiable	1797	942
and	1797	943
respectable	1797	944
when	1797	945
it	1797	946
descends	1797	947
from	1797	948
accidents	1797	949
or	1797	950
institutions	1797	951
established	1797	952
in	1797	953
remote	1797	954
antiquity	1797	955
than	1797	956
when	1797	957
it	1797	958
springs	1797	959
fresh	1797	960
from	1797	961
the	1797	962
hearts	1797	963
and	1797	964
judgments	1797	965
of	1797	966
an	1797	967
honest	1797	968
and	1797	969
enlightened	1797	970
people	1797	971
for	1797	972
it	1797	973
is	1797	974
the	1797	975
people	1797	976
only	1797	977
that	1797	978
are	1797	979
represented	1797	980
it	1797	981
is	1797	982
their	1797	983
power	1797	984
and	1797	985
majesty	1797	986
that	1797	987
is	1797	988
reflected	1797	989
and	1797	990
only	1797	991
for	1797	992
their	1797	993
good	1797	994
in	1797	995
every	1797	996
legitimate	1797	997
government	1797	998
under	1797	999
whatever	1797	1000
form	1797	1001
it	1797	1002
may	1797	1003
appear	1797	1004
the	1797	1005
existence	1797	1006
of	1797	1007
such	1797	1008
a	1797	1009
government	1797	1010
as	1797	1011
ours	1797	1012
for	1797	1013
any	1797	1014
length	1797	1015
of	1797	1016
time	1797	1017
is	1797	1018
a	1797	1019
full	1797	1020
proof	1797	1021
of	1797	1022
a	1797	1023
general	1797	1024
dissemination	1797	1025
of	1797	1026
knowledge	1797	1027
and	1797	1028
virtue	1797	1029
throughout	1797	1030
the	1797	1031
whole	1797	1032
body	1797	1033
of	1797	1034
the	1797	1035
people	1797	1036
and	1797	1037
what	1797	1038
object	1797	1039
or	1797	1040
consideration	1797	1041
more	1797	1042
pleasing	1797	1043
than	1797	1044
this	1797	1045
can	1797	1046
be	1797	1047
presented	1797	1048
to	1797	1049
the	1797	1050
human	1797	1051
mind	1797	1052
if	1797	1053
national	1797	1054
pride	1797	1055
is	1797	1056
ever	1797	1057
justifiable	1797	1058
or	1797	1059
excusable	1797	1060
it	1797	1061
is	1797	1062
when	1797	1063
it	1797	1064
springs	1797	1065
not	1797	1066
from	1797	1067
power	1797	1068
or	1797	1069
riches	1797	1070
grandeur	1797	1071
or	1797	1072
glory	1797	1073
but	1797	1074
from	1797	1075
conviction	1797	1076
of	1797	1077
national	1797	1078
innocence	1797	1079
information	1797	1080
and	1797	1081
benevolence	1797	1082
in	1797	1083
the	1797	1084
midst	1797	1085
of	1797	1086
these	1797	1087
pleasing	1797	1088
ideas	1797	1089
we	1797	1090
should	1797	1091
be	1797	1092
unfaithful	1797	1093
to	1797	1094
ourselves	1797	1095
if	1797	1096
we	1797	1097
should	1797	1098
ever	1797	1099
lose	1797	1100
sight	1797	1101
of	1797	1102
the	1797	1103
danger	1797	1104
to	1797	1105
our	1797	1106
liberties	1797	1107
if	1797	1108
anything	1797	1109
partial	1797	1110
or	1797	1111
extraneous	1797	1112
should	1797	1113
infect	1797	1114
the	1797	1115
purity	1797	1116
of	1797	1117
our	1797	1118
free	1797	1119
fair	1797	1120
virtuous	1797	1121
and	1797	1122
independent	1797	1123
elections	1797	1124
if	1797	1125
an	1797	1126
election	1797	1127
is	1797	1128
to	1797	1129
be	1797	1130
determined	1797	1131
by	1797	1132
a	1797	1133
majority	1797	1134
of	1797	1135
a	1797	1136
single	1797	1137
vote	1797	1138
and	1797	1139
that	1797	1140
can	1797	1141
be	1797	1142
procured	1797	1143
by	1797	1144
a	1797	1145
party	1797	1146
through	1797	1147
artifice	1797	1148
or	1797	1149
corruption	1797	1150
the	1797	1151
government	1797	1152
may	1797	1153
be	1797	1154
the	1797	1155
choice	1797	1156
of	1797	1157
a	1797	1158
party	1797	1159
for	1797	1160
its	1797	1161
own	1797	1162
ends	1797	1163
not	1797	1164
of	1797	1165
the	1797	1166
nation	1797	1167
for	1797	1168
the	1797	1169
national	1797	1170
good	1797	1171
if	1797	1172
that	1797	1173
solitary	1797	1174
suffrage	1797	1175
can	1797	1176
be	1797	1177
obtained	1797	1178
by	1797	1179
foreign	1797	1180
nations	1797	1181
by	1797	1182
flattery	1797	1183
or	1797	1184
menaces	1797	1185
by	1797	1186
fraud	1797	1187
or	1797	1188
violence	1797	1189
by	1797	1190
terror	1797	1191
intrigue	1797	1192
or	1797	1193
venality	1797	1194
the	1797	1195
government	1797	1196
may	1797	1197
not	1797	1198
be	1797	1199
the	1797	1200
choice	1797	1201
of	1797	1202
the	1797	1203
american	1797	1204
people	1797	1205
but	1797	1206
of	1797	1207
foreign	1797	1208
nations	1797	1209
it	1797	1210
may	1797	1211
be	1797	1212
foreign	1797	1213
nations	1797	1214
who	1797	1215
govern	1797	1216
us	1797	1217
and	1797	1218
not	1797	1219
we	1797	1220
the	1797	1221
people	1797	1222
who	1797	1223
govern	1797	1224
ourselves	1797	1225
and	1797	1226
candid	1797	1227
men	1797	1228
will	1797	1229
acknowledge	1797	1230
that	1797	1231
in	1797	1232
such	1797	1233
cases	1797	1234
choice	1797	1235
would	1797	1236
have	1797	1237
little	1797	1238
advantage	1797	1239
to	1797	1240
boast	1797	1241
of	1797	1242
over	1797	1243
lot	1797	1244
or	1797	1245
chance	1797	1246
such	1797	1247
is	1797	1248
the	1797	1249
amiable	1797	1250
and	1797	1251
interesting	1797	1252
system	1797	1253
of	1797	1254
government	1797	1255
and	1797	1256
such	1797	1257
are	1797	1258
some	1797	1259
of	1797	1260
the	1797	1261
abuses	1797	1262
to	1797	1263
which	1797	1264
it	1797	1265
may	1797	1266
be	1797	1267
exposed	1797	1268
which	1797	1269
the	1797	1270
people	1797	1271
of	1797	1272
america	1797	1273
have	1797	1274
exhibited	1797	1275
to	1797	1276
the	1797	1277
admiration	1797	1278
and	1797	1279
anxiety	1797	1280
of	1797	1281
the	1797	1282
wise	1797	1283
and	1797	1284
virtuous	1797	1285
of	1797	1286
all	1797	1287
nations	1797	1288
for	1797	1289
eight	1797	1290
years	1797	1291
under	1797	1292
the	1797	1293
administration	1797	1294
of	1797	1295
a	1797	1296
citizen	1797	1297
who	1797	1298
by	1797	1299
a	1797	1300
long	1797	1301
course	1797	1302
of	1797	1303
great	1797	1304
actions	1797	1305
regulated	1797	1306
by	1797	1307
prudence	1797	1308
justice	1797	1309
temperance	1797	1310
and	1797	1311
fortitude	1797	1312
conducting	1797	1313
a	1797	1314
people	1797	1315
inspired	1797	1316
with	1797	1317
the	1797	1318
same	1797	1319
virtues	1797	1320
and	1797	1321
animated	1797	1322
with	1797	1323
the	1797	1324
same	1797	1325
ardent	1797	1326
patriotism	1797	1327
and	1797	1328
love	1797	1329
of	1797	1330
liberty	1797	1331
to	1797	1332
independence	1797	1333
and	1797	1334
peace	1797	1335
to	1797	1336
increasing	1797	1337
wealth	1797	1338
and	1797	1339
unexampled	1797	1340
prosperity	1797	1341
has	1797	1342
merited	1797	1343
the	1797	1344
gratitude	1797	1345
of	1797	1346
his	1797	1347
fellow	1797	1348
citizens	1797	1349
commanded	1797	1350
the	1797	1351
highest	1797	1352
praises	1797	1353
of	1797	1354
foreign	1797	1355
nations	1797	1356
and	1797	1357
secured	1797	1358
immortal	1797	1359
glory	1797	1360
with	1797	1361
posterity	1797	1362
in	1797	1363
that	1797	1364
retirement	1797	1365
which	1797	1366
is	1797	1367
his	1797	1368
voluntary	1797	1369
choice	1797	1370
may	1797	1371
he	1797	1372
long	1797	1373
live	1797	1374
to	1797	1375
enjoy	1797	1376
the	1797	1377
delicious	1797	1378
recollection	1797	1379
of	1797	1380
his	1797	1381
services	1797	1382
the	1797	1383
gratitude	1797	1384
of	1797	1385
mankind	1797	1386
the	1797	1387
happy	1797	1388
fruits	1797	1389
of	1797	1390
them	1797	1391
to	1797	1392
himself	1797	1393
and	1797	1394
the	1797	1395
world	1797	1396
which	1797	1397
are	1797	1398
daily	1797	1399
increasing	1797	1400
and	1797	1401
that	1797	1402
splendid	1797	1403
prospect	1797	1404
of	1797	1405
the	1797	1406
future	1797	1407
fortunes	1797	1408
of	1797	1409
this	1797	1410
country	1797	1411
which	1797	1412
is	1797	1413
opening	1797	1414
from	1797	1415
